id,essay_id,of1,of2,of3,cf1,cf2,cf3,ef1,ef2,ef3,af1,af2,af3,nf1,nf2,nf3,model,temperature,input_tokens,output_tokens
245,30,5,6,6,2,4,5,7,3,7,8,6,3,8,5,7,gpt-5-mini-2025-08-07,0,823,1172
246,30,5,4,6,2,4,5,7,3,6,8,7,3,8,6,7,gpt-5-mini-2025-08-07,0,631,1172
247,30,4,4,6,2,3,4,7,3,6,8,6,4,8,5,7,gpt-5-mini-2025-08-07,0,631,1172
248,30,3,4,5,2,4,4,7,3,5,8,7,3,8,5,7,gpt-5-mini-2025-08-07,0,823,1172
249,31,2,4,3,2,3,5,7,3,5,6,8,6,4,4,6,gpt-5-mini-2025-08-07,0,887,900
250,31,2,5,4,2,3,6,7,3,4,6,8,6,5,4,7,gpt-5-mini-2025-08-07,0,1015,900
251,31,2,4,4,2,3,5,7,3,4,6,8,6,4,4,5,gpt-5-mini-2025-08-07,0,759,900
252,31,2,3,4,3,2,5,7,4,4,6,7,6,5,4,5,gpt-5-mini-2025-08-07,0,695,900
253,31,4,4,5,2,3,5,7,3,5,5,8,6,4,3,5,gpt-5-mini-2025-08-07,0,695,900
254,31,3,4,5,3,5,6,7,2,5,6,6,6,4,4,5,gpt-5-mini-2025-08-07,0,695,900
255,31,2,5,4,3,2,4,7,3,4,6,7,6,4,3,3,gpt-5-mini-2025-08-07,0,695,900
256,31,4,4,4,2,2,5,7,3,5,6,8,6,5,4,5,gpt-5-mini-2025-08-07,0,823,900
257,31,2,4,4,2,4,6,6,3,5,6,7,6,5,4,5,gpt-5-mini-2025-08-07,0,631,900
258,31,2,5,5,2,4,6,7,3,4,6,7,5,5,5,6,gpt-5-mini-2025-08-07,0,680,900
259,75,6,3,4,2,5,6,7,4,5,5,7,7,5,2,3,gpt-5-mini-2025-08-07,0,759,1260
260,75,6,4,5,3,5,6,7,3,4,6,6,5,5,2,5,gpt-5-mini-2025-08-07,0,695,1260
261,75,6,3,4,2,5,6,7,3,3,6,7,6,4,2,3,gpt-5-mini-2025-08-07,0,987,1260
262,75,6,3,4,3,5,6,6,4,4,6,7,6,4,2,3,gpt-5-mini-2025-08-07,0,631,1260
263,75,6,4,5,3,5,6,7,4,4,6,6,6,4,2,3,gpt-5-mini-2025-08-07,0,744,1260
264,75,5,3,4,3,5,5,7,4,5,6,7,6,4,2,3,gpt-5-mini-2025-08-07,0,695,1260
265,75,6,3,4,2,4,6,7,4,5,6,6,6,5,2,3,gpt-5-mini-2025-08-07,0,567,1260
266,75,6,3,4,2,5,6,7,4,5,6,7,6,4,2,3,gpt-5-mini-2025-08-07,0,567,1260
267,75,6,4,4,3,5,6,7,4,4,6,6,6,5,2,3,gpt-5-mini-2025-08-07,0,759,1260
268,75,6,4,5,2,5,6,7,3,3,6,8,7,4,2,3,gpt-5-mini-2025-08-07,0,631,1260
269,32,5,2,5,2,3,4,6,3,5,4,6,5,7,4,6,gpt-5-mini-2025-08-07,0,567,932
270,32,5,2,5,2,3,5,7,3,6,3,6,5,8,4,6,gpt-5-mini-2025-08-07,0,744,932
271,32,4,2,4,2,3,5,7,3,5,3,6,5,7,4,6,gpt-5-mini-2025-08-07,0,631,932
272,32,5,2,5,2,3,4,6,3,5,3,7,5,8,4,7,gpt-5-mini-2025-08-07,0,695,932
273,32,5,2,4,2,3,5,7,3,4,3,6,4,7,3,6,gpt-5-mini-2025-08-07,0,631,932
274,32,4,2,4,2,2,4,7,3,4,2,6,5,7,4,5,gpt-5-mini-2025-08-07,0,759,932
275,32,5,2,4,2,3,4,7,3,7,3,6,4,8,3,7,gpt-5-mini-2025-08-07,0,631,932
276,32,5,2,3,2,3,4,6,4,6,3,6,5,8,5,7,gpt-5-mini-2025-08-07,0,567,932
277,32,5,2,4,2,3,3,7,3,6,2,6,5,7,3,6,gpt-5-mini-2025-08-07,0,631,932
278,32,4,2,5,2,2,4,7,3,7,4,6,5,8,3,7,gpt-5-mini-2025-08-07,0,759,932
279,33,6,5,5,2,3,5,6,2,7,4,8,3,9,4,8,gpt-5-mini-2025-08-07,0,695,1003
280,33,5,5,6,2,4,6,7,2,6,4,6,4,9,5,8,gpt-5-mini-2025-08-07,0,759,1003
281,33,6,4,6,2,3,5,6,2,6,4,6,4,9,6,8,gpt-5-mini-2025-08-07,0,759,1003
282,33,6,5,6,2,3,5,6,2,7,4,7,4,9,5,8,gpt-5-mini-2025-08-07,0,823,1003
283,33,6,5,6,2,4,5,5,2,6,4,6,3,9,5,7,gpt-5-mini-2025-08-07,0,923,1003
284,33,6,5,6,2,4,6,6,2,5,4,7,3,9,5,8,gpt-5-mini-2025-08-07,0,695,1003
285,33,6,5,6,2,4,6,6,2,6,4,6,3,9,6,8,gpt-5-mini-2025-08-07,0,887,1003
286,33,6,4,6,2,3,5,6,3,5,4,7,3,9,4,8,gpt-5-mini-2025-08-07,0,887,1003
287,33,6,6,6,2,4,5,6,2,6,5,7,3,9,5,8,gpt-5-mini-2025-08-07,0,823,1003
288,33,6,5,6,2,4,5,6,2,6,4,7,4,8,4,8,gpt-5-mini-2025-08-07,0,759,1003
289,34,4,3,5,2,3,5,4,2,4,3,6,3,8,7,6,gpt-5-mini-2025-08-07,0,759,801
290,34,4,2,6,2,2,5,5,2,3,4,7,3,8,7,5,gpt-5-mini-2025-08-07,0,759,801
291,34,5,2,6,2,3,6,5,2,3,4,7,3,8,7,5,gpt-5-mini-2025-08-07,0,808,801
292,34,5,4,6,2,2,5,6,2,3,4,7,3,8,7,6,gpt-5-mini-2025-08-07,0,567,801
293,34,4,3,6,2,3,5,4,2,3,4,7,3,8,7,5,gpt-5-mini-2025-08-07,0,759,801
294,34,6,4,6,2,3,6,3,2,3,4,7,3,8,7,5,gpt-5-mini-2025-08-07,0,744,801
295,34,3,2,5,2,2,5,6,2,3,3,7,3,8,7,5,gpt-5-mini-2025-08-07,0,695,801
296,34,3,2,5,2,3,5,3,2,3,3,8,3,8,6,6,gpt-5-mini-2025-08-07,0,695,801
297,34,4,2,5,2,3,6,4,2,3,3,6,3,8,7,5,gpt-5-mini-2025-08-07,0,695,801
298,34,4,2,5,3,3,5,5,2,3,4,7,3,8,7,6,gpt-5-mini-2025-08-07,0,759,801
299,35,7,6,7,3,6,6,7,6,7,4,6,3,6,2,6,gpt-5-mini-2025-08-07,0,823,717
300,35,7,6,7,3,5,6,7,5,7,4,5,3,7,2,7,gpt-5-mini-2025-08-07,0,488,717
301,35,6,6,6,2,4,5,7,5,7,3,6,3,6,2,7,gpt-5-mini-2025-08-07,0,823,717
302,35,7,6,7,3,4,6,7,5,7,3,5,3,7,2,7,gpt-5-mini-2025-08-07,0,631,717
303,35,8,6,7,3,5,6,7,5,7,3,6,3,7,2,7,gpt-5-mini-2025-08-07,0,823,717
304,35,7,7,7,3,4,6,7,5,7,4,6,3,6,2,6,gpt-5-mini-2025-08-07,0,1015,717
305,35,8,6,7,2,5,6,7,3,6,5,6,3,7,2,6,gpt-5-mini-2025-08-07,0,695,717
306,35,7,7,7,3,5,6,7,6,7,4,5,3,6,2,6,gpt-5-mini-2025-08-07,0,631,717
307,35,7,6,7,3,5,6,7,5,6,3,6,3,7,2,7,gpt-5-mini-2025-08-07,0,823,717
308,35,7,6,6,3,4,6,7,5,7,3,5,4,7,2,7,gpt-5-mini-2025-08-07,0,631,717
309,36,5,5,6,2,4,5,6,3,5,6,6,7,6,4,7,gpt-5-mini-2025-08-07,0,695,905
310,36,6,5,6,2,4,5,6,3,5,7,6,6,5,3,6,gpt-5-mini-2025-08-07,0,695,905
311,36,6,6,6,3,5,6,6,3,5,7,7,7,6,3,6,gpt-5-mini-2025-08-07,0,680,905
312,36,5,5,6,3,5,5,5,3,5,6,7,6,5,3,6,gpt-5-mini-2025-08-07,0,695,905
313,36,4,5,6,2,5,6,5,3,5,7,7,6,7,4,6,gpt-5-mini-2025-08-07,0,731,905
314,36,6,5,6,3,4,5,6,3,6,7,6,7,6,3,7,gpt-5-mini-2025-08-07,0,759,905
315,36,6,6,7,3,4,5,6,3,5,7,7,6,5,4,7,gpt-5-mini-2025-08-07,0,759,905
316,36,5,6,6,3,5,5,6,3,5,7,6,6,6,4,7,gpt-5-mini-2025-08-07,0,823,905
317,36,5,5,6,2,5,6,6,3,5,7,7,6,6,4,6,gpt-5-mini-2025-08-07,0,680,905
318,36,5,6,6,2,4,5,5,3,5,7,6,6,6,3,6,gpt-5-mini-2025-08-07,0,695,905
319,37,8,8,8,3,4,4,6,5,7,6,6,4,4,2,6,gpt-5-mini-2025-08-07,0,887,836
320,37,8,7,8,3,4,5,5,5,6,6,6,5,4,2,5,gpt-5-mini-2025-08-07,0,744,836
321,37,9,8,8,3,4,4,5,5,6,7,6,5,4,2,5,gpt-5-mini-2025-08-07,0,951,836
322,37,8,7,7,2,4,4,6,5,6,6,6,5,3,2,5,gpt-5-mini-2025-08-07,0,887,836
323,37,8,7,8,3,4,4,5,6,6,5,7,5,4,2,5,gpt-5-mini-2025-08-07,0,759,836
324,37,8,7,8,3,3,4,5,4,6,6,7,5,5,2,5,gpt-5-mini-2025-08-07,0,759,836
325,37,8,7,8,3,3,4,6,4,6,5,5,4,5,2,5,gpt-5-mini-2025-08-07,0,887,836
326,37,8,8,8,2,3,4,6,4,6,6,7,4,5,2,4,gpt-5-mini-2025-08-07,0,823,836
327,37,8,8,8,2,3,2,5,5,6,6,5,5,5,2,4,gpt-5-mini-2025-08-07,0,936,836
328,37,8,7,7,3,4,4,5,5,6,5,6,4,5,2,5,gpt-5-mini-2025-08-07,0,695,836
329,38,6,7,6,2,2,5,7,6,6,5,3,4,5,3,6,gpt-5-mini-2025-08-07,0,887,1116
330,38,5,6,5,2,3,5,7,7,8,4,4,4,5,3,6,gpt-5-mini-2025-08-07,0,887,1116
331,38,5,7,6,2,2,4,6,4,5,4,3,4,5,3,6,gpt-5-mini-2025-08-07,0,823,1116
332,38,5,6,5,2,2,3,6,3,7,5,4,3,6,3,6,gpt-5-mini-2025-08-07,0,823,1116
333,38,5,7,5,2,2,5,6,4,6,4,3,4,6,3,6,gpt-5-mini-2025-08-07,0,695,1116
334,38,6,6,6,2,3,4,6,5,7,4,4,4,6,3,7,gpt-5-mini-2025-08-07,0,823,1116
335,38,6,7,5,2,3,5,6,6,6,4,4,4,6,4,6,gpt-5-mini-2025-08-07,0,823,1116
336,38,5,6,5,2,2,3,6,5,6,4,4,4,5,3,6,gpt-5-mini-2025-08-07,0,951,1116
337,38,5,7,5,2,3,4,7,5,7,4,3,3,6,3,6,gpt-5-mini-2025-08-07,0,951,1116
338,38,4,6,5,2,2,4,5,4,5,4,3,5,5,3,6,gpt-5-mini-2025-08-07,0,695,1116
339,39,4,6,4,3,5,7,7,6,8,7,7,5,6,2,7,gpt-5-mini-2025-08-07,0,887,853
340,39,5,6,5,2,5,7,7,6,8,7,6,5,7,2,7,gpt-5-mini-2025-08-07,0,823,853
341,39,4,6,5,2,5,6,6,6,7,7,8,5,7,2,4,gpt-5-mini-2025-08-07,0,823,853
342,39,3,6,4,2,4,6,6,5,7,6,7,5,7,2,7,gpt-5-mini-2025-08-07,0,695,853
343,39,4,6,5,2,5,7,6,5,8,7,7,6,7,2,7,gpt-5-mini-2025-08-07,0,695,853
344,39,3,8,5,3,4,6,7,6,7,7,7,5,7,2,6,gpt-5-mini-2025-08-07,0,744,853
345,39,3,7,4,2,5,6,6,7,8,6,7,5,7,2,6,gpt-5-mini-2025-08-07,0,631,853
346,39,3,6,4,2,5,7,8,7,7,7,6,5,7,2,7,gpt-5-mini-2025-08-07,0,823,853
347,39,4,6,4,2,5,6,6,5,8,6,7,4,6,2,7,gpt-5-mini-2025-08-07,0,631,853
348,39,4,6,4,2,5,7,6,6,7,6,7,5,6,2,6,gpt-5-mini-2025-08-07,0,823,853
349,40,6,5,4,3,4,5,7,7,6,6,6,6,7,2,6,gpt-5-mini-2025-08-07,0,759,1045
350,40,6,5,5,3,4,6,7,6,6,6,6,5,7,4,6,gpt-5-mini-2025-08-07,0,695,1045
351,40,7,6,5,2,4,6,6,6,5,7,6,6,7,3,6,gpt-5-mini-2025-08-07,0,695,1045
352,40,5,5,4,2,3,5,6,7,5,6,6,5,7,4,5,gpt-5-mini-2025-08-07,0,823,1045
353,40,6,5,5,3,3,5,6,7,6,6,6,6,6,3,6,gpt-5-mini-2025-08-07,0,695,1045
354,40,6,5,3,3,3,6,7,7,5,6,5,7,6,3,5,gpt-5-mini-2025-08-07,0,744,1045
355,40,5,5,5,2,3,5,6,6,6,6,5,5,7,4,6,gpt-5-mini-2025-08-07,0,823,1045
356,40,6,6,5,3,5,5,6,6,6,7,7,6,6,3,6,gpt-5-mini-2025-08-07,0,695,1045
357,40,5,5,5,2,3,5,7,6,6,7,5,6,6,3,6,gpt-5-mini-2025-08-07,0,759,1045
358,40,5,5,4,3,4,6,6,7,5,6,6,6,6,3,5,gpt-5-mini-2025-08-07,0,631,1045
359,41,4,2,4,2,4,5,5,3,5,2,6,3,7,3,6,gpt-5-mini-2025-08-07,0,695,679
360,41,4,2,3,3,3,4,4,3,5,3,5,3,7,3,5,gpt-5-mini-2025-08-07,0,759,679
361,41,4,2,3,2,3,4,5,3,5,2,5,3,8,3,5,gpt-5-mini-2025-08-07,0,823,679
362,41,4,2,3,2,4,4,5,3,5,3,5,3,8,3,6,gpt-5-mini-2025-08-07,0,680,679
363,41,4,2,3,2,3,4,4,3,4,4,6,3,7,3,5,gpt-5-mini-2025-08-07,0,759,679
364,41,3,2,3,2,4,5,5,3,5,3,6,3,6,2,5,gpt-5-mini-2025-08-07,0,887,679
365,41,4,2,3,3,4,5,5,3,4,3,5,4,8,3,6,gpt-5-mini-2025-08-07,0,1000,679
366,41,4,2,3,2,3,5,6,3,4,4,6,3,7,3,5,gpt-5-mini-2025-08-07,0,631,679
367,41,4,2,3,2,3,6,5,3,5,3,6,4,8,3,5,gpt-5-mini-2025-08-07,0,887,679
368,41,4,3,4,2,3,4,6,2,5,4,5,3,8,3,6,gpt-5-mini-2025-08-07,0,823,679
369,42,6,7,8,2,4,4,7,3,6,7,6,4,7,5,7,gpt-5-mini-2025-08-07,0,744,1065
370,42,6,7,8,2,3,3,7,3,5,6,4,3,7,5,8,gpt-5-mini-2025-08-07,0,759,1065
371,42,6,7,8,2,3,5,7,3,5,6,5,4,8,5,7,gpt-5-mini-2025-08-07,0,695,1065
372,42,7,8,8,2,3,4,7,3,5,7,4,3,6,4,7,gpt-5-mini-2025-08-07,0,887,1065
373,42,6,7,8,2,3,4,6,3,5,7,5,3,7,5,7,gpt-5-mini-2025-08-07,0,695,1065
374,42,6,8,8,2,4,5,7,3,6,6,5,4,7,4,6,gpt-5-mini-2025-08-07,0,823,1065
375,42,6,7,8,2,4,5,7,3,6,7,5,3,7,4,8,gpt-5-mini-2025-08-07,0,823,1065
376,42,6,7,8,2,3,4,7,3,5,6,5,4,7,4,7,gpt-5-mini-2025-08-07,0,759,1065
377,42,6,7,8,2,3,4,7,3,5,7,8,3,8,5,7,gpt-5-mini-2025-08-07,0,823,1065
378,42,6,7,8,2,3,4,7,3,6,6,5,4,7,4,8,gpt-5-mini-2025-08-07,0,823,1065
379,43,6,5,5,3,5,5,6,7,5,3,3,3,7,3,6,gpt-5-mini-2025-08-07,0,887,957
380,43,6,4,5,3,5,4,6,6,5,3,3,3,7,4,6,gpt-5-mini-2025-08-07,0,887,957
381,43,6,4,5,3,5,5,6,6,5,3,3,3,6,3,6,gpt-5-mini-2025-08-07,0,951,957
382,43,7,3,5,3,5,5,6,6,5,4,4,3,7,3,6,gpt-5-mini-2025-08-07,0,823,957
383,43,6,4,6,3,5,4,6,7,5,3,3,3,7,3,6,gpt-5-mini-2025-08-07,0,887,957
384,43,6,3,5,2,5,5,5,6,5,3,3,3,6,3,6,gpt-5-mini-2025-08-07,0,695,957
385,43,6,4,5,3,5,5,5,6,5,4,3,3,7,4,6,gpt-5-mini-2025-08-07,0,759,957
386,43,7,4,5,3,5,4,6,6,5,3,4,3,7,4,6,gpt-5-mini-2025-08-07,0,887,957
387,43,6,4,5,3,5,4,6,6,5,3,4,3,7,4,6,gpt-5-mini-2025-08-07,0,695,957
388,43,6,4,5,3,5,5,6,7,6,3,3,3,7,3,6,gpt-5-mini-2025-08-07,0,951,957
389,44,8,5,6,2,4,6,6,3,5,4,7,5,6,2,6,gpt-5-mini-2025-08-07,0,695,950
390,44,7,5,6,2,3,6,6,3,5,4,7,5,6,2,5,gpt-5-mini-2025-08-07,0,759,950
391,44,7,5,6,2,4,5,6,4,5,3,7,5,6,2,6,gpt-5-mini-2025-08-07,0,695,950
392,44,8,5,7,5,6,7,6,4,6,3,7,5,4,2,5,gpt-5-mini-2025-08-07,0,823,950
393,44,7,6,6,2,3,5,6,4,6,3,7,5,5,2,6,gpt-5-mini-2025-08-07,0,552,950
394,44,8,5,7,4,4,6,7,4,5,3,7,5,5,2,6,gpt-5-mini-2025-08-07,0,552,950
395,44,8,5,6,3,5,6,6,3,4,3,7,6,5,2,6,gpt-5-mini-2025-08-07,0,1000,950
396,44,7,6,7,2,4,6,7,3,5,3,7,6,5,2,5,gpt-5-mini-2025-08-07,0,823,950
397,44,7,4,6,3,3,6,6,3,4,3,7,5,4,2,5,gpt-5-mini-2025-08-07,0,695,950
398,44,8,6,7,2,3,5,7,3,5,3,7,5,5,2,6,gpt-5-mini-2025-08-07,0,567,950
399,45,6,6,7,2,3,3,7,5,8,4,2,4,6,2,7,gpt-5-mini-2025-08-07,0,759,870
400,45,6,5,6,2,3,4,8,6,8,3,2,5,5,2,7,gpt-5-mini-2025-08-07,0,887,870
401,45,6,6,7,1,2,3,7,4,8,3,2,4,7,2,8,gpt-5-mini-2025-08-07,0,695,870
402,45,6,6,6,2,2,3,7,5,7,3,2,3,6,2,8,gpt-5-mini-2025-08-07,0,887,870
403,45,5,5,6,2,2,3,7,4,8,3,2,3,6,2,7,gpt-5-mini-2025-08-07,0,631,870
404,45,6,5,6,2,3,3,8,5,8,4,2,3,5,2,7,gpt-5-mini-2025-08-07,0,823,870
405,45,5,5,6,2,2,3,7,5,8,3,2,4,5,2,8,gpt-5-mini-2025-08-07,0,695,870
406,45,6,6,6,2,2,3,7,5,8,3,2,4,5,2,7,gpt-5-mini-2025-08-07,0,603,870
407,45,6,6,7,2,2,4,8,5,8,4,2,4,5,2,7,gpt-5-mini-2025-08-07,0,808,870
408,45,5,6,6,1,2,3,7,6,8,3,2,4,6,2,7,gpt-5-mini-2025-08-07,0,759,870
409,46,7,4,6,6,7,7,7,4,7,8,8,5,6,2,6,gpt-5-mini-2025-08-07,0,759,802
410,46,7,4,6,6,6,7,7,3,6,8,7,5,7,3,6,gpt-5-mini-2025-08-07,0,823,802
411,46,7,4,6,5,6,7,7,4,6,8,7,5,6,2,6,gpt-5-mini-2025-08-07,0,570,802
412,46,7,4,6,5,6,7,7,3,6,7,7,7,6,3,6,gpt-5-mini-2025-08-07,0,759,802
413,46,7,4,6,3,5,6,7,3,6,7,6,6,6,2,6,gpt-5-mini-2025-08-07,0,695,802
414,46,7,4,6,4,6,7,7,3,6,8,6,6,7,2,7,gpt-5-mini-2025-08-07,0,695,802
415,46,7,4,6,5,6,6,7,4,6,7,7,6,7,3,6,gpt-5-mini-2025-08-07,0,695,802
416,46,7,3,6,4,6,6,6,3,6,7,7,5,7,4,6,gpt-5-mini-2025-08-07,0,631,802
417,46,7,4,6,5,6,7,7,4,6,7,7,6,7,2,6,gpt-5-mini-2025-08-07,0,759,802
418,46,7,4,6,5,6,7,6,3,6,7,6,6,7,3,6,gpt-5-mini-2025-08-07,0,936,802
419,47,4,3,3,2,3,5,6,7,5,2,2,3,6,2,7,gpt-5-mini-2025-08-07,0,1015,1087
420,47,3,3,2,2,3,3,5,7,2,1,1,3,6,4,7,gpt-5-mini-2025-08-07,0,823,1087
421,47,4,3,3,2,2,4,5,6,3,2,2,3,6,4,7,gpt-5-mini-2025-08-07,0,731,1087
422,47,4,3,3,2,2,5,5,7,3,2,1,2,6,3,7,gpt-5-mini-2025-08-07,0,759,1087
423,47,4,5,2,2,2,3,4,5,3,2,2,3,6,4,7,gpt-5-mini-2025-08-07,0,887,1087
424,47,4,4,3,2,2,4,5,7,3,2,1,3,6,3,7,gpt-5-mini-2025-08-07,0,823,1087
425,47,4,3,2,1,2,4,6,5,3,2,1,2,6,4,8,gpt-5-mini-2025-08-07,0,887,1087
426,47,4,4,3,2,2,4,5,7,5,2,2,3,6,3,7,gpt-5-mini-2025-08-07,0,667,1087
427,47,4,5,3,2,3,4,5,7,3,2,2,3,5,3,7,gpt-5-mini-2025-08-07,0,823,1087
428,47,3,4,2,2,3,4,4,6,3,2,2,3,6,4,7,gpt-5-mini-2025-08-07,0,695,1087
429,48,5,4,4,2,4,6,6,4,6,7,7,5,7,2,5,gpt-5-mini-2025-08-07,0,695,771
430,48,6,5,4,2,3,5,7,5,6,7,6,5,7,3,6,gpt-5-mini-2025-08-07,0,695,771
431,48,5,4,5,2,3,5,6,5,4,6,6,3,7,4,7,gpt-5-mini-2025-08-07,0,680,771
432,48,5,4,4,2,3,5,7,5,4,7,7,4,7,3,5,gpt-5-mini-2025-08-07,0,759,771
433,48,4,3,4,2,3,5,7,5,4,7,6,5,7,3,6,gpt-5-mini-2025-08-07,0,823,771
434,48,6,4,4,2,3,6,6,4,6,7,7,5,6,2,5,gpt-5-mini-2025-08-07,0,808,771
435,48,5,4,4,2,3,6,7,6,6,7,7,5,6,2,5,gpt-5-mini-2025-08-07,0,859,771
436,48,5,3,4,2,3,6,6,3,4,7,7,4,7,3,5,gpt-5-mini-2025-08-07,0,695,771
437,48,4,4,4,2,3,6,6,4,5,7,6,4,6,3,5,gpt-5-mini-2025-08-07,0,759,771
438,48,4,3,4,2,3,5,6,3,5,6,7,4,6,3,6,gpt-5-mini-2025-08-07,0,631,771
439,49,5,6,6,2,3,4,8,6,8,5,5,6,5,2,7,gpt-5-mini-2025-08-07,0,631,876
440,49,6,6,7,2,3,5,9,3,8,4,6,6,4,1,7,gpt-5-mini-2025-08-07,0,887,876
441,49,5,5,7,2,3,5,9,6,8,4,6,6,5,1,6,gpt-5-mini-2025-08-07,0,631,876
442,49,4,5,6,2,4,5,9,7,8,5,6,5,3,1,6,gpt-5-mini-2025-08-07,0,631,876
443,49,5,5,6,2,2,3,9,5,8,3,6,5,4,1,7,gpt-5-mini-2025-08-07,0,631,876
444,49,3,6,6,2,2,4,9,5,8,5,6,4,5,1,6,gpt-5-mini-2025-08-07,0,695,876
445,49,5,7,7,2,3,3,9,6,8,5,6,5,6,2,7,gpt-5-mini-2025-08-07,0,759,876
446,49,4,6,7,2,3,4,9,4,8,5,6,6,6,1,7,gpt-5-mini-2025-08-07,0,695,876
447,49,4,6,7,2,3,3,9,5,8,4,6,6,5,1,7,gpt-5-mini-2025-08-07,0,695,876
448,49,2,4,6,2,3,3,9,6,8,5,5,6,5,1,7,gpt-5-mini-2025-08-07,0,503,876
449,50,6,3,6,2,4,5,7,6,7,6,6,6,5,2,5,gpt-5-mini-2025-08-07,0,695,1790
450,50,6,4,7,2,4,4,7,4,6,5,8,6,5,2,6,gpt-5-mini-2025-08-07,0,631,1790
451,50,6,3,6,2,4,4,7,5,8,5,6,6,6,2,6,gpt-5-mini-2025-08-07,0,695,1790
452,50,6,3,7,2,4,4,7,6,7,6,6,5,5,2,5,gpt-5-mini-2025-08-07,0,696,1790
453,50,6,4,7,2,4,5,7,6,7,6,6,6,6,2,6,gpt-5-mini-2025-08-07,0,759,1790
454,50,7,5,7,2,4,4,7,5,7,6,6,5,4,1,6,gpt-5-mini-2025-08-07,0,759,1790
455,50,7,4,7,2,5,6,7,5,7,5,6,5,4,2,6,gpt-5-mini-2025-08-07,0,759,1790
456,50,6,3,7,2,4,4,8,6,7,5,6,6,5,2,6,gpt-5-mini-2025-08-07,0,695,1790
457,50,7,4,7,2,4,3,7,6,7,5,6,5,5,2,5,gpt-5-mini-2025-08-07,0,823,1790
458,50,6,4,7,2,5,5,8,5,7,6,6,6,6,2,6,gpt-5-mini-2025-08-07,0,759,1790
459,51,7,6,6,2,6,6,8,4,5,6,7,5,7,2,8,gpt-5-mini-2025-08-07,0,887,1151
460,51,7,7,5,2,4,5,8,4,7,6,7,5,8,2,8,gpt-5-mini-2025-08-07,0,823,1151
461,51,6,7,5,2,4,6,8,4,7,6,7,6,8,2,8,gpt-5-mini-2025-08-07,0,631,1151
462,51,7,6,5,2,5,6,7,5,6,5,7,4,7,2,8,gpt-5-mini-2025-08-07,0,695,1151
463,51,7,6,5,2,5,6,7,5,7,5,7,5,8,2,8,gpt-5-mini-2025-08-07,0,603,1151
464,51,7,7,6,2,4,6,8,4,6,6,7,5,7,3,8,gpt-5-mini-2025-08-07,0,631,1151
465,51,7,6,5,3,5,6,8,4,6,6,7,5,8,2,7,gpt-5-mini-2025-08-07,0,759,1151
466,51,7,6,6,2,5,6,7,4,6,6,7,5,8,2,8,gpt-5-mini-2025-08-07,0,631,1151
467,51,7,6,6,2,5,6,7,5,7,5,7,6,7,2,8,gpt-5-mini-2025-08-07,0,695,1151
468,51,6,6,6,2,5,6,8,3,7,4,7,5,8,2,8,gpt-5-mini-2025-08-07,0,631,1151
469,1,5,3,4,3,4,5,8,5,5,4,6,6,6,3,4,gpt-5-mini-2025-08-07,0,695,1078
470,1,5,3,4,3,4,5,7,5,5,6,5,5,5,3,5,gpt-5-mini-2025-08-07,0,823,1078
471,1,5,3,3,3,3,4,8,6,6,5,7,5,6,2,5,gpt-5-mini-2025-08-07,0,759,1078
472,1,5,3,4,3,4,5,8,5,6,6,6,5,6,2,4,gpt-5-mini-2025-08-07,0,887,1078
473,1,7,4,3,3,3,5,7,5,5,6,7,6,5,2,2,gpt-5-mini-2025-08-07,0,951,1078
474,1,6,4,4,3,4,5,7,4,6,6,6,5,6,2,3,gpt-5-mini-2025-08-07,0,759,1078
475,1,6,5,4,3,4,5,8,5,6,4,6,5,6,2,5,gpt-5-mini-2025-08-07,0,631,1078
476,1,5,4,4,2,3,4,8,5,6,5,5,6,6,2,6,gpt-5-mini-2025-08-07,0,695,1078
477,1,4,3,3,2,3,5,8,4,5,4,5,3,6,3,5,gpt-5-mini-2025-08-07,0,1015,1078
478,1,4,3,4,2,2,4,7,5,5,5,6,5,5,2,5,gpt-5-mini-2025-08-07,0,823,1078
479,2,4,5,6,2,3,5,6,3,5,5,7,6,6,4,5,gpt-5-mini-2025-08-07,0,759,1089
480,2,4,5,5,2,3,5,6,3,4,4,6,6,6,3,4,gpt-5-mini-2025-08-07,0,695,1089
481,2,4,4,5,2,3,5,5,3,5,5,7,6,5,3,3,gpt-5-mini-2025-08-07,0,759,1089
482,2,5,5,6,2,3,5,6,3,4,6,7,6,6,3,3,gpt-5-mini-2025-08-07,0,759,1089
483,2,5,4,5,2,3,5,4,3,5,4,6,4,5,3,3,gpt-5-mini-2025-08-07,0,567,1089
484,2,5,5,5,2,3,5,6,3,5,5,6,6,6,3,4,gpt-5-mini-2025-08-07,0,567,1089
485,2,4,4,5,2,3,5,6,3,5,4,7,6,5,3,4,gpt-5-mini-2025-08-07,0,631,1089
486,2,4,3,5,2,3,5,6,3,4,3,7,5,5,3,4,gpt-5-mini-2025-08-07,0,695,1089
487,2,4,4,5,2,3,5,6,3,4,4,7,6,5,3,3,gpt-5-mini-2025-08-07,0,823,1089
488,2,4,5,6,2,3,5,5,3,4,5,7,6,6,4,4,gpt-5-mini-2025-08-07,0,631,1089
489,3,8,7,8,2,2,3,5,3,6,3,4,4,7,4,7,gpt-5-mini-2025-08-07,0,759,1220
490,3,7,6,7,2,2,4,5,3,6,3,4,4,7,5,6,gpt-5-mini-2025-08-07,0,631,1220
