id,hash,entry_id,repeat,of3b,cf2b,cf3b,ef3b,af1b,of1,of2,of5,cf3,cf5,ef2,ef4,ef5,af1,af3,af6,nf1,nf4,nf6,model,input_tokens,output_tokens
1667,6765ed9524874f5744b9a59d2d7cdd953745c46ba4405d37b71df0a666689507,556,2,8,6,6,4,7,7,8,7,5,5,3,5,3,6,4,8,6,5,7,gpt-5-mini-2025-08-07,810,726
1668,6d1ede94e4b49bfc70a8b5fd56bdf89ed251f6a348a3163b39372b9a7f504bc1,557,0,8,5,5,3,5,7,8,8,5,4,3,3,2,4,4,5,5,7,6,gpt-5-mini-2025-08-07,1066,693
1669,6d1ede94e4b49bfc70a8b5fd56bdf89ed251f6a348a3163b39372b9a7f504bc1,557,1,8,5,5,3,5,6,8,8,5,4,3,3,3,5,4,6,4,6,5,gpt-5-mini-2025-08-07,1130,693
1670,6d1ede94e4b49bfc70a8b5fd56bdf89ed251f6a348a3163b39372b9a7f504bc1,557,2,8,3,5,2,4,6,8,8,5,3,3,3,2,4,3,7,6,8,7,gpt-5-mini-2025-08-07,874,693
1671,40bbaf6cd7a660eeaf235d748286d679c7d7c33c488c747838d0c97e2670649e,559,0,8,6,5,4,6,7,8,8,5,4,5,5,3,3,4,7,7,8,7,gpt-5-mini-2025-08-07,1066,1320
1672,40bbaf6cd7a660eeaf235d748286d679c7d7c33c488c747838d0c97e2670649e,559,1,9,7,5,4,6,7,9,8,5,5,5,4,3,3,4,7,8,8,7,gpt-5-mini-2025-08-07,1002,1320
1673,40bbaf6cd7a660eeaf235d748286d679c7d7c33c488c747838d0c97e2670649e,559,2,8,5,5,5,6,6,8,8,4,4,6,5,3,3,3,7,6,7,6,gpt-5-mini-2025-08-07,938,1320
1674,d6c7a4cd1cf517dcb0ed476ebcaea7aed6880ce347d5691e17b45b3330756978,558,0,9,8,6,6,7,7,8,8,6,7,4,6,4,5,6,8,8,8,8,gpt-5-mini-2025-08-07,1194,1238
1675,d6c7a4cd1cf517dcb0ed476ebcaea7aed6880ce347d5691e17b45b3330756978,558,1,9,8,6,6,6,7,8,8,6,7,5,6,3,5,5,7,7,7,7,gpt-5-mini-2025-08-07,1130,1238
1676,d6c7a4cd1cf517dcb0ed476ebcaea7aed6880ce347d5691e17b45b3330756978,558,2,8,7,6,6,7,6,8,8,6,6,5,6,3,4,6,7,6,7,7,gpt-5-mini-2025-08-07,1066,1238
1677,61b7cf1b5a768cb3424312ef65dd49da0c995e4e09261ecf7e9cf60dd0492bb7,566,0,7,4,4,3,6,6,7,8,4,4,3,3,2,3,4,7,6,8,7,gpt-5-mini-2025-08-07,874,874
1678,61b7cf1b5a768cb3424312ef65dd49da0c995e4e09261ecf7e9cf60dd0492bb7,566,1,7,5,4,4,6,6,7,7,4,4,3,4,3,4,4,7,7,8,8,gpt-5-mini-2025-08-07,746,874
1679,61b7cf1b5a768cb3424312ef65dd49da0c995e4e09261ecf7e9cf60dd0492bb7,566,2,7,6,4,4,6,7,6,7,4,4,3,4,3,5,4,7,6,8,7,gpt-5-mini-2025-08-07,1066,874
1680,3a3fd82cd49375a662b39074576584a119ca9941db1e0eb61b739f2b278ca05e,561,0,8,4,5,3,6,6,9,8,4,4,5,4,3,5,4,7,6,7,7,gpt-5-mini-2025-08-07,938,1319
1681,3a3fd82cd49375a662b39074576584a119ca9941db1e0eb61b739f2b278ca05e,561,1,8,4,3,3,7,6,9,8,3,3,5,4,3,4,4,8,7,8,8,gpt-5-mini-2025-08-07,1257,1319
1682,3a3fd82cd49375a662b39074576584a119ca9941db1e0eb61b739f2b278ca05e,561,2,8,4,5,3,7,6,9,8,5,3,4,4,3,4,5,8,7,9,8,gpt-5-mini-2025-08-07,1002,1319
1683,f5b6453c69f0cb66d1cf6ad219ff9b13b3c9495241795d61c910ffea9871cfdc,567,0,9,7,5,5,6,7,8,9,5,4,3,5,3,4,4,7,5,8,7,gpt-5-mini-2025-08-07,1258,909
1684,f5b6453c69f0cb66d1cf6ad219ff9b13b3c9495241795d61c910ffea9871cfdc,567,1,8,5,5,5,6,7,7,8,4,4,5,5,4,6,4,7,5,8,7,gpt-5-mini-2025-08-07,1002,909
1685,f5b6453c69f0cb66d1cf6ad219ff9b13b3c9495241795d61c910ffea9871cfdc,567,2,8,5,4,4,6,6,7,8,4,5,4,5,3,5,3,7,5,8,6,gpt-5-mini-2025-08-07,1002,909
1686,4f144380ad761e9b76c243a641bdaf29fe69d02bac2677f5b558153b40673c2f,568,0,8,6,4,6,5,7,8,8,4,4,6,6,5,3,4,6,7,7,6,gpt-5-mini-2025-08-07,1066,1459
1687,4f144380ad761e9b76c243a641bdaf29fe69d02bac2677f5b558153b40673c2f,568,1,8,6,6,6,5,5,8,8,6,5,6,6,4,4,4,5,6,7,6,gpt-5-mini-2025-08-07,1002,1459
1688,4f144380ad761e9b76c243a641bdaf29fe69d02bac2677f5b558153b40673c2f,568,2,8,7,6,6,5,6,8,8,5,5,6,6,4,3,5,8,6,8,6,gpt-5-mini-2025-08-07,1066,1459
1689,211c5070be320641045983b85baa7aa778b95f1754674d0d112a841c08196b3a,569,0,7,5,5,3,4,2,6,6,4,4,3,3,2,3,3,4,5,4,5,gpt-5-mini-2025-08-07,1002,798
1690,211c5070be320641045983b85baa7aa778b95f1754674d0d112a841c08196b3a,569,1,6,5,5,3,4,2,6,6,5,5,3,3,2,3,3,5,5,3,5,gpt-5-mini-2025-08-07,938,798
1691,211c5070be320641045983b85baa7aa778b95f1754674d0d112a841c08196b3a,569,2,7,5,6,3,4,1,8,7,6,5,3,4,2,2,3,6,6,5,6,gpt-5-mini-2025-08-07,938,798
1692,a9200d36151fa9c590250716a878099fe7903244d45c81922ab4a86c776affd0,570,0,8,6,6,6,7,4,7,7,5,5,6,7,4,3,5,7,7,6,7,gpt-5-mini-2025-08-07,1002,1537
1693,a9200d36151fa9c590250716a878099fe7903244d45c81922ab4a86c776affd0,570,1,8,5,5,5,7,6,8,7,4,4,6,6,5,2,5,7,7,6,7,gpt-5-mini-2025-08-07,1066,1537
1694,a9200d36151fa9c590250716a878099fe7903244d45c81922ab4a86c776affd0,570,2,8,5,6,5,8,4,8,7,5,4,4,5,3,2,5,8,6,6,6,gpt-5-mini-2025-08-07,1066,1537
1695,06aa384d4370eba0347cdbce8cd4ff272d6d2f2ec98aed51b04ac22b2322b85e,572,0,6,5,6,4,6,2,6,8,6,3,5,5,2,2,5,6,7,8,7,gpt-5-mini-2025-08-07,1002,868
1696,06aa384d4370eba0347cdbce8cd4ff272d6d2f2ec98aed51b04ac22b2322b85e,572,1,7,5,7,5,7,5,4,8,6,3,6,5,3,1,6,7,8,8,8,gpt-5-mini-2025-08-07,1217,868
1697,06aa384d4370eba0347cdbce8cd4ff272d6d2f2ec98aed51b04ac22b2322b85e,572,2,7,4,5,3,6,3,6,7,5,3,5,4,2,1,5,6,6,7,7,gpt-5-mini-2025-08-07,1130,868
1698,5e6f7ecf68b8dd42dfbb858e9b09bc4ed25007c064307238c20fbfcae7ef229b,571,0,7,4,5,4,6,4,7,8,5,4,3,5,3,4,5,6,4,5,5,gpt-5-mini-2025-08-07,1194,920
1699,5e6f7ecf68b8dd42dfbb858e9b09bc4ed25007c064307238c20fbfcae7ef229b,571,1,6,4,5,4,6,2,7,7,5,4,4,4,2,4,5,6,5,5,5,gpt-5-mini-2025-08-07,1258,920
1700,5e6f7ecf68b8dd42dfbb858e9b09bc4ed25007c064307238c20fbfcae7ef229b,571,2,7,5,6,4,6,2,7,7,5,5,5,5,3,4,5,6,4,6,5,gpt-5-mini-2025-08-07,1066,920
1701,a55a3fa49ea40afde73f4c529766e801dde21baf516de15aa9e76fee47f045bd,580,0,7,6,6,6,6,3,7,8,6,4,8,7,5,5,6,7,6,7,7,gpt-5-mini-2025-08-07,874,817
1702,a55a3fa49ea40afde73f4c529766e801dde21baf516de15aa9e76fee47f045bd,580,1,7,6,6,7,5,3,6,8,6,4,8,7,6,5,4,6,5,6,6,gpt-5-mini-2025-08-07,938,817
1703,a55a3fa49ea40afde73f4c529766e801dde21baf516de15aa9e76fee47f045bd,580,2,8,6,6,6,5,6,8,8,5,4,8,7,6,5,4,7,6,7,7,gpt-5-mini-2025-08-07,1066,817
1704,34f369810bef3084d61ec6731ea9cfe1490e89a6e6387e7344a12dd0722c62d9,573,0,6,7,7,8,5,2,6,7,7,6,7,8,6,4,6,5,6,3,3,gpt-5-mini-2025-08-07,938,859
1705,34f369810bef3084d61ec6731ea9cfe1490e89a6e6387e7344a12dd0722c62d9,573,1,7,7,7,8,4,3,7,8,6,6,8,8,6,3,5,6,6,4,4,gpt-5-mini-2025-08-07,1066,859
1706,34f369810bef3084d61ec6731ea9cfe1490e89a6e6387e7344a12dd0722c62d9,573,2,6,7,8,8,3,2,5,7,8,6,7,8,6,3,5,3,6,4,5,gpt-5-mini-2025-08-07,810,859
1707,3a87cea10fcec2fbe8286946fe00c688dee4f8ad557a2243b8b6c3f06920af66,574,0,8,6,6,5,5,5,8,8,5,6,6,6,4,4,4,6,6,7,6,gpt-5-mini-2025-08-07,874,1028
1708,3a87cea10fcec2fbe8286946fe00c688dee4f8ad557a2243b8b6c3f06920af66,574,1,8,7,5,6,6,5,8,8,5,6,6,6,4,4,4,7,6,7,6,gpt-5-mini-2025-08-07,874,1028
1709,3a87cea10fcec2fbe8286946fe00c688dee4f8ad557a2243b8b6c3f06920af66,574,2,8,4,6,6,5,3,7,8,6,4,6,7,3,5,5,5,6,6,5,gpt-5-mini-2025-08-07,1067,1028
1710,ba8722778246e31d7d1555ceb3de585213c1456d454ae66b7d2fde96fa8596ab,575,0,5,6,7,6,3,2,4,5,7,5,6,6,3,5,4,4,5,3,3,gpt-5-mini-2025-08-07,1002,762
1711,ba8722778246e31d7d1555ceb3de585213c1456d454ae66b7d2fde96fa8596ab,575,1,4,5,6,5,4,2,5,4,6,5,5,6,3,4,3,4,5,3,4,gpt-5-mini-2025-08-07,938,762
1712,ba8722778246e31d7d1555ceb3de585213c1456d454ae66b7d2fde96fa8596ab,575,2,3,6,7,6,4,2,4,5,6,5,6,6,3,5,5,3,4,2,3,gpt-5-mini-2025-08-07,1258,762
1713,7967082c6605f500f79b63360e34071b85a3b9cf4829361c6d62cbf82a7a6dd6,576,0,7,4,4,4,5,4,9,7,4,3,6,5,5,3,3,4,6,5,5,gpt-5-mini-2025-08-07,1194,774
1714,7967082c6605f500f79b63360e34071b85a3b9cf4829361c6d62cbf82a7a6dd6,576,1,7,5,4,4,5,4,9,7,4,5,6,5,3,3,4,6,6,6,6,gpt-5-mini-2025-08-07,1002,774
1715,7967082c6605f500f79b63360e34071b85a3b9cf4829361c6d62cbf82a7a6dd6,576,2,8,5,5,4,6,6,9,8,4,4,5,5,3,3,3,6,6,6,5,gpt-5-mini-2025-08-07,1130,774
1716,6d2db078e00fe91f69cdba766a9423400c812012ab14831278546114cb612216,577,0,8,5,4,4,5,6,8,7,4,4,6,4,3,3,3,6,5,7,6,gpt-5-mini-2025-08-07,874,1131
1717,6d2db078e00fe91f69cdba766a9423400c812012ab14831278546114cb612216,577,1,8,5,4,5,5,5,8,8,4,4,6,5,4,3,3,5,4,7,6,gpt-5-mini-2025-08-07,1066,1131
1718,6d2db078e00fe91f69cdba766a9423400c812012ab14831278546114cb612216,577,2,8,4,3,5,4,3,7,8,3,3,6,6,6,3,2,4,5,7,5,gpt-5-mini-2025-08-07,1066,1131
1719,d57bc28519a27af0dafc01a5dbfb47d70cf61c346999985bb854a6d1d1a38ad8,578,0,9,7,5,5,7,7,9,8,4,5,4,5,3,3,4,8,7,8,8,gpt-5-mini-2025-08-07,938,1217
1720,d57bc28519a27af0dafc01a5dbfb47d70cf61c346999985bb854a6d1d1a38ad8,578,1,8,6,5,5,6,6,8,8,5,5,4,5,3,3,4,7,7,8,7,gpt-5-mini-2025-08-07,1002,1217
1721,d57bc28519a27af0dafc01a5dbfb47d70cf61c346999985bb854a6d1d1a38ad8,578,2,8,7,5,6,6,7,8,8,4,6,3,6,2,3,3,8,7,8,8,gpt-5-mini-2025-08-07,874,1217
1722,894324852963adfda82871724e6f14303a616fe6bdd80dbf56431c78d7637c12,579,0,8,5,5,6,5,6,8,8,4,6,7,7,6,5,3,6,4,6,5,gpt-5-mini-2025-08-07,1002,852
1723,894324852963adfda82871724e6f14303a616fe6bdd80dbf56431c78d7637c12,579,1,8,6,6,6,5,6,8,8,6,6,7,7,6,5,4,6,5,6,6,gpt-5-mini-2025-08-07,1066,852
1724,894324852963adfda82871724e6f14303a616fe6bdd80dbf56431c78d7637c12,579,2,8,5,6,5,6,5,8,7,6,6,7,6,5,5,4,6,5,6,6,gpt-5-mini-2025-08-07,1386,852
1725,5204a6bc51860af7de1d463dfbce2ee6201636df5c529717c7700404ae9ccf86,581,0,7,3,4,5,4,5,8,6,4,3,5,6,5,4,3,7,8,9,8,gpt-5-mini-2025-08-07,1153,915
1726,5204a6bc51860af7de1d463dfbce2ee6201636df5c529717c7700404ae9ccf86,581,1,6,3,3,5,4,3,7,5,3,3,6,6,6,4,3,7,8,9,8,gpt-5-mini-2025-08-07,1066,915
1727,5204a6bc51860af7de1d463dfbce2ee6201636df5c529717c7700404ae9ccf86,581,2,7,3,3,5,4,5,7,5,3,3,6,5,4,3,2,7,8,9,8,gpt-5-mini-2025-08-07,1066,915
1728,686d8c9220786c3d4e5d8e5070eeabbead6b44c0823cf3aff2cf37684adb4004,582,0,7,5,4,6,5,5,8,8,4,5,7,6,5,3,3,5,6,8,7,gpt-5-mini-2025-08-07,1066,1331
1729,686d8c9220786c3d4e5d8e5070eeabbead6b44c0823cf3aff2cf37684adb4004,582,1,8,5,4,5,6,5,8,8,4,4,5,6,4,3,4,6,6,8,7,gpt-5-mini-2025-08-07,938,1331
1730,686d8c9220786c3d4e5d8e5070eeabbead6b44c0823cf3aff2cf37684adb4004,582,2,8,6,3,7,5,5,8,7,3,3,7,7,6,3,3,4,7,8,7,gpt-5-mini-2025-08-07,1002,1331
1731,b5e0f66b59910dbd5b63b784ed99d648590c8fa993c65238cd4c0683485dd041,583,0,6,6,5,5,6,3,8,8,4,5,6,5,5,4,4,6,3,4,3,gpt-5-mini-2025-08-07,1066,1326
1732,b5e0f66b59910dbd5b63b784ed99d648590c8fa993c65238cd4c0683485dd041,583,1,7,6,5,6,6,3,8,8,5,5,6,6,4,5,4,6,3,5,4,gpt-5-mini-2025-08-07,1066,1326
1733,b5e0f66b59910dbd5b63b784ed99d648590c8fa993c65238cd4c0683485dd041,583,2,7,6,5,4,6,2,8,8,5,5,6,5,3,4,4,6,2,3,3,gpt-5-mini-2025-08-07,1322,1326
1734,693e5d926b759cd598be85e98b083e017d6d63fc0bc0d6b00e919183a4b54150,616,0,8,7,6,7,5,6,8,8,5,5,7,7,8,5,3,7,7,7,8,gpt-5-mini-2025-08-07,1066,1280
1735,693e5d926b759cd598be85e98b083e017d6d63fc0bc0d6b00e919183a4b54150,616,1,9,7,6,7,5,6,8,8,6,5,6,7,7,5,4,6,6,7,7,gpt-5-mini-2025-08-07,1130,1280
1736,693e5d926b759cd598be85e98b083e017d6d63fc0bc0d6b00e919183a4b54150,616,2,8,7,6,7,5,6,7,8,4,5,6,7,7,5,4,7,5,6,6,gpt-5-mini-2025-08-07,1066,1280
1737,f6ec3274e8bce9d9ed5df51091d429d51d985cdfdb1bd0711ed2c832148cf1d7,585,0,9,7,6,6,7,6,9,9,5,5,4,6,3,5,5,8,6,7,6,gpt-5-mini-2025-08-07,811,3929
1738,f6ec3274e8bce9d9ed5df51091d429d51d985cdfdb1bd0711ed2c832148cf1d7,585,1,9,7,5,5,7,7,8,8,4,5,4,5,3,5,3,7,6,7,7,gpt-5-mini-2025-08-07,1002,3929
1739,f6ec3274e8bce9d9ed5df51091d429d51d985cdfdb1bd0711ed2c832148cf1d7,585,2,8,7,5,6,7,6,8,8,4,6,4,6,3,5,4,8,5,6,6,gpt-5-mini-2025-08-07,938,3929
1740,b7e67d00bdd6cba0ba69543c5f7632370eead4f1f9bd91dcbe0b644527120a93,584,0,8,4,4,4,4,6,8,8,4,3,5,5,4,4,3,7,8,8,8,gpt-5-mini-2025-08-07,1066,816
1741,b7e67d00bdd6cba0ba69543c5f7632370eead4f1f9bd91dcbe0b644527120a93,584,1,8,4,5,4,4,6,8,8,5,3,6,5,2,4,3,7,8,8,8,gpt-5-mini-2025-08-07,1194,816
1742,b7e67d00bdd6cba0ba69543c5f7632370eead4f1f9bd91dcbe0b644527120a93,584,2,8,3,5,3,5,6,8,8,4,3,5,5,3,4,4,7,8,8,7,gpt-5-mini-2025-08-07,938,816
1743,1b5f2f4902f98b3c3334538d97d0d3962d71c93fde3dc015b2f6a489d3351efb,586,0,9,5,5,3,6,6,9,8,5,3,2,4,2,4,4,8,7,8,8,gpt-5-mini-2025-08-07,874,1525
1744,1b5f2f4902f98b3c3334538d97d0d3962d71c93fde3dc015b2f6a489d3351efb,586,1,8,5,4,3,6,7,8,8,4,3,2,3,2,3,3,7,8,7,8,gpt-5-mini-2025-08-07,810,1525
1745,1b5f2f4902f98b3c3334538d97d0d3962d71c93fde3dc015b2f6a489d3351efb,586,2,8,4,5,3,7,7,9,8,5,4,2,3,3,4,4,8,8,8,8,gpt-5-mini-2025-08-07,938,1525
1746,e5aba10510c17a3e4b477ac2025e853020c31c16545379b9ab0cc0555adb40f1,587,0,8,6,5,5,4,6,9,8,4,6,3,6,3,4,3,6,3,7,6,gpt-5-mini-2025-08-07,1066,812
1747,e5aba10510c17a3e4b477ac2025e853020c31c16545379b9ab0cc0555adb40f1,587,1,8,5,5,6,5,6,8,7,4,6,4,6,3,4,4,6,5,6,5,gpt-5-mini-2025-08-07,811,812
1748,e5aba10510c17a3e4b477ac2025e853020c31c16545379b9ab0cc0555adb40f1,587,2,8,6,4,6,4,5,8,8,4,5,3,6,3,5,4,7,5,6,5,gpt-5-mini-2025-08-07,938,812
1749,9be1e7b3f7d93ef9818cd6edb8e9876abd39e8ae769ea72419c2f0d0720f5dc8,588,0,9,8,6,7,5,6,8,9,5,5,4,7,4,6,3,7,6,6,6,gpt-5-mini-2025-08-07,938,1807
1750,9be1e7b3f7d93ef9818cd6edb8e9876abd39e8ae769ea72419c2f0d0720f5dc8,588,1,8,7,5,7,7,6,8,9,5,5,4,7,4,6,5,8,6,6,6,gpt-5-mini-2025-08-07,810,1807
1751,9be1e7b3f7d93ef9818cd6edb8e9876abd39e8ae769ea72419c2f0d0720f5dc8,588,2,8,8,6,6,6,7,8,8,5,5,5,7,4,6,4,7,6,6,6,gpt-5-mini-2025-08-07,874,1807
1752,2572daa1e68cb8b1d527016f1c9ebb1956243557c0ac7cd0d5d5f1f9063587a1,589,0,9,6,5,5,5,6,8,8,4,4,3,5,3,4,3,7,8,8,7,gpt-5-mini-2025-08-07,747,1096
1753,2572daa1e68cb8b1d527016f1c9ebb1956243557c0ac7cd0d5d5f1f9063587a1,589,1,8,7,5,6,6,4,8,8,6,4,4,6,3,4,4,8,8,8,8,gpt-5-mini-2025-08-07,810,1096
1754,2572daa1e68cb8b1d527016f1c9ebb1956243557c0ac7cd0d5d5f1f9063587a1,589,2,8,7,6,6,4,5,8,8,5,5,3,6,4,4,2,7,7,7,7,gpt-5-mini-2025-08-07,1130,1096
1755,d5eda05716c58e65aa1abf9564d38ace33beec8ee61a934bc97498c7ec7d68be,590,0,8,5,7,4,4,4,7,8,4,7,3,4,2,3,3,8,9,8,9,gpt-5-mini-2025-08-07,1322,868
1756,d5eda05716c58e65aa1abf9564d38ace33beec8ee61a934bc97498c7ec7d68be,590,1,7,5,6,3,5,4,6,6,6,7,3,4,2,3,4,8,9,8,8,gpt-5-mini-2025-08-07,1194,868
1757,d5eda05716c58e65aa1abf9564d38ace33beec8ee61a934bc97498c7ec7d68be,590,2,7,5,7,4,5,2,6,8,7,6,5,4,2,3,4,8,9,9,9,gpt-5-mini-2025-08-07,1260,868
1758,47833a3ec8e1493aaa8d4a4022f38c0d6480f5929407ec4e19fded2403a8b1d6,591,0,9,7,7,5,7,7,8,8,7,6,5,6,4,5,5,8,7,8,8,gpt-5-mini-2025-08-07,1066,1574
1759,47833a3ec8e1493aaa8d4a4022f38c0d6480f5929407ec4e19fded2403a8b1d6,591,1,8,7,6,5,6,7,8,8,6,6,5,6,4,5,5,6,8,8,8,gpt-5-mini-2025-08-07,874,1574
1760,47833a3ec8e1493aaa8d4a4022f38c0d6480f5929407ec4e19fded2403a8b1d6,591,2,9,7,7,6,7,7,8,9,6,6,6,7,5,5,6,7,7,8,8,gpt-5-mini-2025-08-07,810,1574
1761,a80846e36e7f6bd9e1f9cf083773263796e31faaf7c8abdb2cd9fc13b5b8dcbc,592,0,8,6,7,3,4,7,7,8,6,5,3,4,3,5,3,7,7,7,7,gpt-5-mini-2025-08-07,1066,958
1762,a80846e36e7f6bd9e1f9cf083773263796e31faaf7c8abdb2cd9fc13b5b8dcbc,592,1,8,7,6,5,3,6,7,8,5,7,3,6,4,4,2,8,7,7,8,gpt-5-mini-2025-08-07,1002,958
1763,a80846e36e7f6bd9e1f9cf083773263796e31faaf7c8abdb2cd9fc13b5b8dcbc,592,2,8,7,6,6,4,7,8,8,5,6,3,6,4,5,4,6,7,7,7,gpt-5-mini-2025-08-07,938,958
1764,93e1edba34b35a2614d4a02d0a9f25cd00bc206da0ecb42be8a136592d03f1f1,593,0,9,7,5,6,7,8,8,8,5,6,7,7,6,4,4,7,6,7,7,gpt-5-mini-2025-08-07,874,1548
1765,93e1edba34b35a2614d4a02d0a9f25cd00bc206da0ecb42be8a136592d03f1f1,593,1,8,6,5,6,5,6,8,8,4,4,6,7,5,3,3,7,6,7,6,gpt-5-mini-2025-08-07,1002,1548
1766,93e1edba34b35a2614d4a02d0a9f25cd00bc206da0ecb42be8a136592d03f1f1,593,2,9,7,5,6,6,7,9,8,5,5,5,7,4,3,4,8,8,8,8,gpt-5-mini-2025-08-07,1002,1548
1767,f37dbc158602a896ba1a6499b002f40800043ce508d32662b474141cf863737e,594,0,9,6,5,8,5,6,8,8,5,5,6,7,7,4,4,7,7,7,7,gpt-5-mini-2025-08-07,874,1472
1768,f37dbc158602a896ba1a6499b002f40800043ce508d32662b474141cf863737e,594,1,8,7,6,8,6,7,8,8,5,5,5,8,7,3,4,7,7,7,6,gpt-5-mini-2025-08-07,810,1472
1769,f37dbc158602a896ba1a6499b002f40800043ce508d32662b474141cf863737e,594,2,8,7,5,8,5,6,8,8,5,6,7,8,7,3,3,7,6,8,7,gpt-5-mini-2025-08-07,875,1472
1770,7abde387dd6d7f183330fae8027b6882ba303ec7d68fdc2f5e028466a3dc20c8,595,0,7,8,8,6,4,2,7,7,8,7,3,7,3,4,3,5,5,6,5,gpt-5-mini-2025-08-07,1066,614
1771,7abde387dd6d7f183330fae8027b6882ba303ec7d68fdc2f5e028466a3dc20c8,595,1,7,8,7,6,3,2,6,6,7,8,2,7,2,4,2,3,4,5,5,gpt-5-mini-2025-08-07,938,614
1772,7abde387dd6d7f183330fae8027b6882ba303ec7d68fdc2f5e028466a3dc20c8,595,2,7,8,8,6,3,3,7,6,7,8,2,7,2,4,3,3,4,5,5,gpt-5-mini-2025-08-07,1130,614
1773,1df9fa8be3bce46154a9e40ff52fd29c438de4e6da4c9f681d4989d81501ef94,596,0,9,6,5,5,7,7,9,8,5,4,4,5,3,6,6,7,7,6,7,gpt-5-mini-2025-08-07,1066,1536
1774,1df9fa8be3bce46154a9e40ff52fd29c438de4e6da4c9f681d4989d81501ef94,596,1,8,5,5,5,7,7,8,8,5,4,4,6,5,4,5,8,7,7,7,gpt-5-mini-2025-08-07,874,1536
1775,1df9fa8be3bce46154a9e40ff52fd29c438de4e6da4c9f681d4989d81501ef94,596,2,8,5,5,5,7,7,8,8,5,3,4,6,3,5,5,8,7,6,7,gpt-5-mini-2025-08-07,1066,1536
1776,db0873203033cd3049761e5658b812f55aa8cea267bdaa02f3a2897a13c053a8,639,0,6,3,4,6,4,5,3,5,3,3,6,6,6,4,3,5,4,4,4,gpt-5-mini-2025-08-07,1130,481
1777,db0873203033cd3049761e5658b812f55aa8cea267bdaa02f3a2897a13c053a8,639,1,7,3,5,6,4,6,4,6,3,3,6,6,6,5,4,6,6,3,4,gpt-5-mini-2025-08-07,1130,481
1778,db0873203033cd3049761e5658b812f55aa8cea267bdaa02f3a2897a13c053a8,639,2,6,4,5,7,4,5,3,6,4,3,6,7,7,5,4,6,5,5,5,gpt-5-mini-2025-08-07,1258,481
1779,3ee9280cb1b152a3ff7b9616c7c72bea53370ab3319936d0d736c620e6303e15,597,0,7,3,4,5,4,2,7,8,4,3,4,5,2,3,3,6,5,6,6,gpt-5-mini-2025-08-07,1258,803
1780,3ee9280cb1b152a3ff7b9616c7c72bea53370ab3319936d0d736c620e6303e15,597,1,8,3,4,5,4,4,7,8,3,3,5,4,3,3,3,5,4,7,5,gpt-5-mini-2025-08-07,1002,803
1781,3ee9280cb1b152a3ff7b9616c7c72bea53370ab3319936d0d736c620e6303e15,597,2,7,3,4,6,4,3,7,7,4,3,5,5,3,3,3,4,5,6,6,gpt-5-mini-2025-08-07,1130,803
1782,759fd2031344cf24eb85cab7297b113c04fb72e79746c3ce1aa835cbb2f0e93e,598,0,8,7,5,7,5,6,8,8,5,6,5,7,6,4,4,7,7,8,7,gpt-5-mini-2025-08-07,1130,1232
1783,759fd2031344cf24eb85cab7297b113c04fb72e79746c3ce1aa835cbb2f0e93e,598,1,8,7,5,7,4,7,8,8,5,4,6,7,6,3,4,6,6,7,6,gpt-5-mini-2025-08-07,1066,1232
1784,759fd2031344cf24eb85cab7297b113c04fb72e79746c3ce1aa835cbb2f0e93e,598,2,8,7,6,7,4,6,8,8,5,5,6,7,6,5,3,5,6,7,6,gpt-5-mini-2025-08-07,938,1232
1785,c524a61a55e7f9fd3317d52a3339c6be8a20680a4392bffced7c4a64882413b3,599,0,8,3,3,5,4,7,7,8,3,3,3,4,5,4,3,6,6,6,6,gpt-5-mini-2025-08-07,810,533
1786,c524a61a55e7f9fd3317d52a3339c6be8a20680a4392bffced7c4a64882413b3,599,1,9,4,3,6,4,7,8,8,3,3,2,6,6,4,3,7,4,5,6,gpt-5-mini-2025-08-07,938,533
1787,c524a61a55e7f9fd3317d52a3339c6be8a20680a4392bffced7c4a64882413b3,599,2,9,4,3,6,4,7,8,8,3,3,3,6,7,5,4,5,6,6,6,gpt-5-mini-2025-08-07,1194,533
1788,5df034a7ead80d20abcca174142734645d1f62f534acc9f174e0581f157630ae,600,0,9,6,4,5,5,8,8,8,4,5,3,5,5,4,3,6,7,7,7,gpt-5-mini-2025-08-07,1258,1233
1789,5df034a7ead80d20abcca174142734645d1f62f534acc9f174e0581f157630ae,600,1,8,6,4,5,6,6,8,8,3,4,5,5,6,5,3,7,7,7,7,gpt-5-mini-2025-08-07,874,1233
1790,5df034a7ead80d20abcca174142734645d1f62f534acc9f174e0581f157630ae,600,2,8,6,4,5,6,6,8,8,4,5,4,5,6,4,4,7,6,7,7,gpt-5-mini-2025-08-07,874,1233
1791,27dcd69fcb33b07a3cd0879c44a7f9dd65a827604d9daa3e691778c010638fa0,601,0,8,8,7,5,7,7,8,7,7,7,5,7,8,3,5,6,6,6,6,gpt-5-mini-2025-08-07,1194,871
1792,27dcd69fcb33b07a3cd0879c44a7f9dd65a827604d9daa3e691778c010638fa0,601,1,8,8,7,5,7,7,8,7,6,7,4,7,7,3,6,7,6,6,6,gpt-5-mini-2025-08-07,1194,871
1793,27dcd69fcb33b07a3cd0879c44a7f9dd65a827604d9daa3e691778c010638fa0,601,2,8,8,7,5,7,7,8,7,7,7,3,8,7,3,6,6,5,5,5,gpt-5-mini-2025-08-07,1258,871
