id,essay_id,repeat,of3b,cf2b,cf3b,ef3b,af1b,of1,of2,of5,cf3,cf5,ef2,ef4,ef5,af1,af3,af6,nf1,nf4,nf6,model,input_tokens,output_tokens
939,188,1,9,6,4,4,3,8,7,7,4,5,3,5,5,4,3,7,6,7,7,gpt-5-nano-2025-08-07,1560,985
940,188,2,8,6,4,5,3,6,7,7,4,6,3,4,4,4,2,6,5,6,7,gpt-5-nano-2025-08-07,1432,985
941,188,3,8,6,3,4,3,5,7,7,3,6,3,5,4,3,2,6,6,5,7,gpt-5-nano-2025-08-07,1496,985
945,189,0,6,4,5,4,6,2,3,6,4,3,4,4,2,3,5,6,6,6,6,gpt-5-nano-2025-08-07,1709,1175
946,189,1,5,3,5,6,7,3,4,8,5,4,3,5,3,4,5,7,6,5,7,gpt-5-nano-2025-08-07,1432,1175
947,189,2,4,4,5,6,7,2,5,7,5,4,5,6,3,3,4,7,6,5,6,gpt-5-nano-2025-08-07,2201,1175
948,189,3,5,4,5,4,6,2,3,6,5,3,4,5,3,3,4,6,5,6,6,gpt-5-nano-2025-08-07,1368,1175
952,190,0,6,3,4,2,7,5,5,7,4,3,6,3,4,5,7,6,6,5,6,gpt-5-nano-2025-08-07,1430,873
953,190,1,5,3,5,3,7,5,4,6,5,3,7,5,3,5,6,6,6,5,7,gpt-5-nano-2025-08-07,1496,873
954,190,2,6,3,4,2,8,6,5,7,5,3,6,2,3,5,8,7,6,6,7,gpt-5-nano-2025-08-07,1582,873
906,182,0,5,2,3,2,6,6,4,6,3,2,3,3,2,4,5,7,7,7,8,gpt-5-mini-2025-08-07,854,955
907,182,1,5,3,3,2,6,6,4,6,3,2,3,3,2,4,5,7,7,6,8,gpt-5-mini-2025-08-07,899,955
908,182,2,4,2,3,2,7,5,3,6,2,2,3,3,2,3,6,7,7,6,8,gpt-5-mini-2025-08-07,918,955
917,183,0,6,4,5,6,6,6,3,5,5,3,6,6,5,4,3,6,6,5,6,gpt-5-mini-2025-08-07,1046,1253
918,183,1,7,4,5,6,4,5,3,7,5,3,7,6,5,5,3,5,6,6,6,gpt-5-mini-2025-08-07,1366,1253
919,183,2,6,5,6,6,6,5,4,7,5,4,6,6,3,5,4,6,6,6,6,gpt-5-mini-2025-08-07,1238,1253
924,185,0,5,6,6,6,5,2,3,5,5,4,7,6,5,5,3,6,7,7,7,gpt-5-mini-2025-08-07,982,1525
925,185,1,4,5,6,6,6,3,4,6,5,4,7,6,6,6,5,7,7,7,8,gpt-5-mini-2025-08-07,790,1525
926,185,2,6,5,5,6,5,2,5,6,4,3,7,7,6,6,4,5,6,7,6,gpt-5-mini-2025-08-07,854,1525
935,186,0,5,4,3,5,6,3,6,6,3,3,5,5,4,3,3,7,6,7,8,gpt-5-mini-2025-08-07,963,1878
936,186,1,4,3,4,6,7,3,6,6,3,3,6,5,5,3,3,7,5,6,8,gpt-5-mini-2025-08-07,1027,1878
937,186,2,5,4,3,6,6,3,5,6,3,2,6,5,6,3,3,6,6,6,8,gpt-5-mini-2025-08-07,918,1878
942,188,0,8,7,5,6,6,7,7,7,4,5,3,6,4,5,3,8,8,7,8,gpt-5-mini-2025-08-07,982,985
943,188,1,8,6,5,5,5,7,7,7,4,3,3,5,4,4,3,7,7,6,8,gpt-5-mini-2025-08-07,918,985
944,188,2,8,6,5,5,6,7,7,7,4,4,3,5,3,5,3,7,7,7,8,gpt-5-mini-2025-08-07,1046,985
949,189,0,6,3,4,7,6,4,5,5,4,3,5,6,5,3,5,7,5,5,5,gpt-5-mini-2025-08-07,1046,1175
950,189,1,7,3,5,6,6,6,5,6,4,3,5,5,3,3,5,6,6,5,5,gpt-5-mini-2025-08-07,1139,1175
951,189,2,5,2,4,7,7,3,5,6,5,3,5,5,4,3,5,7,5,6,6,gpt-5-mini-2025-08-07,1110,1175
956,190,0,6,3,4,4,8,6,6,7,4,3,7,5,3,5,7,7,7,6,7,gpt-5-mini-2025-08-07,854,873
957,190,1,6,3,4,3,8,5,6,7,4,3,7,5,5,6,7,7,7,5,7,gpt-5-mini-2025-08-07,854,873
958,190,2,6,3,4,5,8,6,6,6,4,3,8,5,4,7,7,8,7,7,7,gpt-5-mini-2025-08-07,707,873
959,191,0,4,3,5,3,4,4,2,6,4,3,3,4,2,2,3,5,9,9,8,gpt-5-mini-2025-08-07,835,1890
960,191,1,6,4,5,3,4,4,2,6,4,3,2,3,2,2,3,6,9,9,8,gpt-5-mini-2025-08-07,899,1890
961,191,2,7,3,4,3,4,6,2,6,3,2,3,3,2,2,2,5,9,9,8,gpt-5-mini-2025-08-07,918,1890
966,192,0,2,5,4,4,3,2,2,3,3,2,4,4,3,4,3,2,5,2,3,gpt-5-mini-2025-08-07,1110,576
967,192,1,3,5,4,4,3,2,2,3,3,2,4,4,2,3,3,3,4,3,4,gpt-5-mini-2025-08-07,883,576
968,192,2,3,4,5,3,3,2,2,3,3,3,4,4,2,5,2,2,5,3,4,gpt-5-mini-2025-08-07,790,576
977,193,0,4,5,6,4,5,4,5,6,5,4,4,4,3,4,5,4,7,8,7,gpt-5-mini-2025-08-07,1110,934
978,193,1,4,5,6,3,5,3,3,6,6,4,3,3,2,3,5,5,8,8,7,gpt-5-mini-2025-08-07,918,934
979,193,2,4,5,6,3,4,3,4,6,6,4,4,5,2,3,5,4,7,8,7,gpt-5-mini-2025-08-07,790,934
984,194,0,3,3,4,6,4,2,4,6,3,3,6,6,6,3,2,4,6,7,7,gpt-5-mini-2025-08-07,1046,981
985,194,1,3,4,4,6,5,3,5,5,4,4,6,6,6,4,4,6,7,8,7,gpt-5-mini-2025-08-07,1110,981
955,190,3,7,3,5,3,7,7,5,8,5,3,6,4,4,4,7,7,6,6,7,gpt-5-nano-2025-08-07,1752,873
962,191,0,7,4,4,3,4,4,5,6,4,3,2,3,2,3,3,8,8,9,9,gpt-5-nano-2025-08-07,1496,1890
963,191,1,6,5,6,4,4,3,3,5,6,4,2,5,2,3,3,5,8,9,8,gpt-5-nano-2025-08-07,1558,1890
964,191,2,7,5,5,3,3,6,4,7,5,4,2,3,2,4,3,8,9,9,9,gpt-5-nano-2025-08-07,1112,1890
965,191,3,6,5,5,3,3,4,3,5,5,4,2,3,2,3,3,6,9,9,9,gpt-5-nano-2025-08-07,2200,1890
969,192,0,3,3,3,2,2,2,2,4,3,3,2,2,2,3,2,3,4,3,3,gpt-5-nano-2025-08-07,1368,576
970,192,1,4,4,3,4,2,1,2,3,3,2,3,3,2,3,2,2,4,4,3,gpt-5-nano-2025-08-07,1496,576
971,192,2,2,3,3,3,3,2,2,4,3,3,3,3,2,3,2,2,6,3,4,gpt-5-nano-2025-08-07,1304,576
972,192,3,2,3,4,3,3,2,2,3,4,3,2,3,2,3,2,3,3,4,3,gpt-5-nano-2025-08-07,1560,576
973,193,0,5,5,6,4,2,2,4,6,6,5,3,5,2,3,2,5,7,8,7,gpt-5-nano-2025-08-07,1881,934
974,193,1,4,6,6,3,3,2,3,5,6,6,3,4,2,3,2,4,7,7,7,gpt-5-nano-2025-08-07,1523,934
975,193,2,4,4,5,4,3,2,3,5,5,4,4,4,3,3,3,5,7,8,7,gpt-5-nano-2025-08-07,1325,934
976,193,3,5,5,6,3,3,3,5,5,6,5,2,3,2,3,2,7,7,8,8,gpt-5-nano-2025-08-07,1517,934
980,194,0,3,4,5,5,3,2,3,5,4,4,6,5,6,4,3,4,5,7,7,gpt-5-nano-2025-08-07,1176,981
981,194,1,3,6,6,5,4,2,3,6,6,7,4,5,4,4,3,6,7,7,7,gpt-5-nano-2025-08-07,1454,981
982,194,2,4,5,6,6,3,3,4,5,5,4,3,5,3,4,3,5,7,7,7,gpt-5-nano-2025-08-07,1558,981
983,194,3,4,6,5,6,3,2,3,7,5,5,3,5,6,4,3,3,6,7,8,gpt-5-nano-2025-08-07,1625,981
987,195,0,3,4,6,4,4,2,2,5,7,5,2,5,2,4,2,5,9,8,9,gpt-5-nano-2025-08-07,1069,1240
988,195,1,4,5,6,3,4,3,3,7,6,5,2,3,2,6,3,8,9,8,9,gpt-5-nano-2025-08-07,1240,1240
989,195,2,4,5,6,3,4,3,4,6,6,4,3,5,2,6,2,6,9,8,9,gpt-5-nano-2025-08-07,1240,1240
990,195,3,4,5,6,3,4,2,3,5,6,5,3,4,2,4,3,5,8,7,8,gpt-5-nano-2025-08-07,1430,1240
991,196,0,3,3,4,5,4,2,2,4,4,3,6,7,6,4,2,6,8,8,7,gpt-5-nano-2025-08-07,2006,1326
992,196,1,4,4,5,5,5,2,3,5,5,4,5,6,6,4,3,6,8,8,8,gpt-5-nano-2025-08-07,1709,1326
993,196,2,3,4,7,5,4,2,2,5,7,4,6,5,5,3,3,7,8,7,8,gpt-5-nano-2025-08-07,1709,1326
994,196,3,5,5,6,4,4,4,3,6,6,4,7,5,6,4,3,6,8,8,8,gpt-5-nano-2025-08-07,1368,1326
998,197,0,6,8,8,5,7,3,7,6,7,7,3,5,4,6,5,6,5,5,6,gpt-5-nano-2025-08-07,1750,1274
999,197,1,4,7,7,6,5,2,5,6,7,7,4,6,3,5,4,6,5,6,5,gpt-5-nano-2025-08-07,1688,1274
1000,197,2,7,7,7,5,6,4,5,7,6,7,5,6,5,5,4,5,6,6,5,gpt-5-nano-2025-08-07,1901,1274
1001,197,3,6,7,7,5,6,4,5,6,6,7,5,6,5,6,5,6,6,6,7,gpt-5-nano-2025-08-07,1240,1274
1292,242,2,4,7,7,6,2,3,4,8,6,6,4,5,4,2,2,3,3,3,3,gpt-5-mini-2025-08-07,918,1497
1297,243,0,5,6,7,4,6,3,3,5,6,5,5,5,3,7,6,6,8,8,7,gpt-5-mini-2025-08-07,1238,1208
1298,243,1,4,5,6,5,6,3,3,6,5,4,6,5,3,7,6,7,7,8,8,gpt-5-mini-2025-08-07,982,1208
986,194,2,3,5,5,6,5,2,5,5,4,4,6,6,6,3,3,5,7,8,7,gpt-5-mini-2025-08-07,1302,981
995,195,0,4,5,6,2,5,2,4,7,5,3,3,3,2,4,3,7,9,8,8,gpt-5-mini-2025-08-07,918,1240
996,195,1,4,5,6,3,4,2,3,7,5,3,2,3,2,6,3,7,9,8,9,gpt-5-mini-2025-08-07,1110,1240
997,195,2,4,5,6,2,6,3,5,7,5,3,3,3,2,4,5,7,9,8,9,gpt-5-mini-2025-08-07,726,1240
1002,197,0,6,7,7,5,6,2,6,6,6,7,3,6,4,6,5,6,5,4,6,gpt-5-mini-2025-08-07,918,1274
1003,197,1,6,7,7,5,6,3,6,6,6,7,3,6,3,6,5,6,4,5,5,gpt-5-mini-2025-08-07,982,1274
1004,197,2,6,7,7,5,7,3,7,6,7,7,3,6,4,6,6,7,4,5,5,gpt-5-mini-2025-08-07,1046,1274
1005,198,0,7,5,5,5,4,3,3,7,5,4,3,5,4,4,3,7,6,7,7,gpt-5-nano-2025-08-07,1240,1462
1006,198,1,6,4,4,4,3,2,4,5,3,4,4,4,3,3,2,5,6,6,6,gpt-5-nano-2025-08-07,1880,1462
1007,198,2,6,4,5,4,4,3,3,6,5,3,3,4,3,4,3,5,7,7,7,gpt-5-nano-2025-08-07,1302,1462
1008,198,3,6,5,5,5,3,3,4,6,5,4,4,5,3,4,3,6,7,7,8,gpt-5-nano-2025-08-07,1432,1462
1009,199,0,5,4,5,5,4,3,4,5,5,4,7,4,4,5,3,5,6,7,6,gpt-5-nano-2025-08-07,1814,1019
1010,199,1,4,4,5,5,3,2,3,5,5,3,6,5,4,4,2,4,5,7,6,gpt-5-nano-2025-08-07,1560,1019
1011,199,2,5,5,6,5,4,4,5,6,5,4,5,5,5,4,4,6,7,8,7,gpt-5-nano-2025-08-07,1560,1019
1012,199,3,4,3,5,4,5,2,4,5,4,3,7,5,3,5,3,6,6,7,6,gpt-5-nano-2025-08-07,1688,1019
1013,198,0,6,3,4,5,5,3,3,5,4,3,3,4,3,4,3,6,7,8,7,gpt-5-mini-2025-08-07,918,1462
1014,198,1,6,4,5,5,4,3,4,6,4,3,4,4,3,4,2,5,8,8,7,gpt-5-mini-2025-08-07,987,1462
1015,198,2,6,5,5,5,4,4,4,6,5,3,3,4,3,5,3,4,8,9,8,gpt-5-mini-2025-08-07,982,1462
1016,200,0,3,4,5,4,4,2,2,4,5,4,5,5,3,6,3,5,3,5,6,gpt-5-nano-2025-08-07,1048,729
1017,200,1,3,5,4,3,5,2,3,5,4,4,5,4,5,3,3,6,3,4,6,gpt-5-nano-2025-08-07,1240,729
1018,200,2,4,5,5,4,5,2,3,4,4,4,5,5,3,4,3,6,4,5,5,gpt-5-nano-2025-08-07,1304,729
1019,200,3,3,5,4,4,5,2,3,5,5,3,4,4,4,5,3,6,4,6,6,gpt-5-nano-2025-08-07,1366,729
1020,201,0,3,5,4,5,4,2,3,4,4,5,6,5,3,3,3,5,7,7,7,gpt-5-nano-2025-08-07,2137,1039
1021,201,1,4,6,5,5,4,2,3,5,4,7,6,6,4,3,4,5,7,6,7,gpt-5-nano-2025-08-07,1496,1039
1022,201,2,4,4,4,5,4,2,3,5,3,3,6,5,3,4,2,6,8,7,7,gpt-5-nano-2025-08-07,1752,1039
1023,201,3,4,4,5,4,5,2,3,5,5,3,6,5,4,4,3,6,6,6,7,gpt-5-nano-2025-08-07,1240,1039
1024,200,0,3,6,6,4,7,1,3,4,6,5,5,5,4,6,4,7,5,6,7,gpt-5-mini-2025-08-07,918,729
1025,200,1,3,5,6,5,6,2,3,5,6,4,6,6,3,5,5,7,5,6,6,gpt-5-mini-2025-08-07,726,729
1026,200,2,3,4,6,4,6,2,3,4,6,5,5,5,4,6,5,6,5,6,6,gpt-5-mini-2025-08-07,918,729
1027,202,0,5,5,5,4,2,2,4,5,5,5,3,4,3,4,2,3,5,6,5,gpt-5-nano-2025-08-07,2006,803
1028,202,1,7,5,6,4,3,3,6,6,5,5,4,5,3,4,2,4,5,5,4,gpt-5-nano-2025-08-07,1624,803
1029,202,2,5,4,5,3,2,2,4,5,5,4,4,4,3,4,2,5,5,5,5,gpt-5-nano-2025-08-07,1880,803
1030,202,3,5,5,6,4,2,2,6,6,6,5,3,4,4,3,2,5,6,6,6,gpt-5-nano-2025-08-07,1944,803
1031,203,0,4,5,5,5,3,3,5,6,6,4,3,6,4,4,2,2,3,5,4,gpt-5-nano-2025-08-07,1581,1097
1032,203,1,6,5,5,6,3,3,6,6,5,5,4,6,4,3,2,3,4,6,4,gpt-5-nano-2025-08-07,1518,1097
1033,203,2,4,3,5,5,3,3,5,6,6,5,4,6,3,4,3,2,3,4,5,gpt-5-nano-2025-08-07,1880,1097
1034,203,3,5,6,4,6,3,2,5,5,5,4,3,5,4,3,3,4,4,5,5,gpt-5-nano-2025-08-07,1622,1097
1038,204,0,4,6,7,4,4,2,4,6,6,6,6,5,3,5,3,5,6,6,7,gpt-5-nano-2025-08-07,1304,939
1039,204,1,5,7,6,3,4,2,4,6,6,5,5,4,3,4,3,5,5,6,6,gpt-5-nano-2025-08-07,1325,939
1040,204,2,6,7,7,6,5,4,4,7,6,7,6,5,3,5,4,6,6,6,6,gpt-5-nano-2025-08-07,1688,939
1041,204,3,5,6,7,4,4,3,4,7,7,6,5,5,3,5,3,5,5,4,6,gpt-5-nano-2025-08-07,1367,939
1045,205,0,5,3,3,3,2,3,2,4,3,2,3,3,4,2,2,2,4,5,5,gpt-5-nano-2025-08-07,1110,1034
1046,205,1,6,4,5,3,2,3,3,5,5,4,2,3,3,2,2,2,6,5,5,gpt-5-nano-2025-08-07,1389,1034
1047,205,2,6,3,6,3,2,4,6,7,5,4,2,3,2,2,2,3,6,6,3,gpt-5-nano-2025-08-07,1944,1034
1048,205,3,4,3,4,4,2,3,2,6,5,3,2,3,4,2,2,3,5,4,5,gpt-5-nano-2025-08-07,1432,1034
1049,206,0,8,4,5,4,4,7,5,7,5,4,2,4,5,4,3,5,8,7,8,gpt-5-nano-2025-08-07,1240,815
1050,206,1,7,4,5,4,3,6,4,8,5,3,3,4,4,4,5,5,6,6,6,gpt-5-nano-2025-08-07,1496,815
1051,206,2,6,6,5,3,4,5,4,7,5,3,2,3,3,4,5,5,7,5,6,gpt-5-nano-2025-08-07,1261,815
1052,206,3,8,4,6,3,4,6,5,8,6,3,2,3,5,4,4,5,7,5,6,gpt-5-nano-2025-08-07,1368,815
1053,207,0,6,6,5,3,5,5,5,7,5,4,6,3,3,5,3,7,6,6,7,gpt-5-nano-2025-08-07,1560,1042
1054,207,1,7,6,5,3,4,6,4,8,5,3,5,5,4,4,3,7,7,6,8,gpt-5-nano-2025-08-07,1517,1042
1055,207,2,7,6,5,3,4,7,5,6,4,4,6,4,5,3,3,5,6,5,6,gpt-5-nano-2025-08-07,1267,1042
1056,207,3,7,6,6,4,5,6,5,7,5,4,6,4,3,4,4,7,7,6,7,gpt-5-nano-2025-08-07,1558,1042
1060,208,0,3,3,4,3,2,2,4,5,4,3,2,3,2,3,2,3,6,7,6,gpt-5-nano-2025-08-07,1454,1423
1061,208,1,3,4,4,3,2,2,4,5,4,2,3,3,2,2,2,3,7,7,5,gpt-5-nano-2025-08-07,1880,1423
1062,208,2,3,4,4,3,2,2,3,4,4,3,3,3,2,3,2,5,7,7,7,gpt-5-nano-2025-08-07,1686,1423
1063,208,3,3,4,5,3,2,2,3,4,4,4,2,4,2,2,2,3,6,7,6,gpt-5-nano-2025-08-07,2008,1423
1067,209,0,3,4,5,2,3,2,4,6,4,4,2,2,2,3,2,4,6,7,6,gpt-5-nano-2025-08-07,1430,1113
1068,209,1,4,3,4,2,3,3,3,5,4,3,2,2,3,3,2,4,4,7,6,gpt-5-nano-2025-08-07,1942,1113
1069,209,2,3,3,4,3,3,2,3,4,4,4,2,4,2,3,2,4,4,7,6,gpt-5-nano-2025-08-07,1432,1113
1070,209,3,5,3,5,2,4,3,3,4,5,4,3,3,2,3,2,4,7,8,6,gpt-5-nano-2025-08-07,1752,1113
1074,210,0,6,4,4,5,3,4,5,5,4,4,6,4,5,3,2,4,5,6,6,gpt-5-nano-2025-08-07,1944,1022
1075,210,1,6,5,5,5,3,3,5,6,5,4,6,6,6,3,2,3,5,4,6,gpt-5-nano-2025-08-07,2712,1022
1076,210,2,4,2,3,3,3,3,5,5,3,2,4,3,4,3,2,4,4,5,4,gpt-5-nano-2025-08-07,1433,1022
1035,202,0,5,4,6,5,4,2,5,6,6,5,6,6,4,4,3,5,6,6,6,gpt-5-mini-2025-08-07,755,803
1036,202,1,6,4,5,5,3,2,6,6,5,4,5,5,6,5,4,4,6,6,6,gpt-5-mini-2025-08-07,1046,803
1037,202,2,5,4,6,4,5,2,6,6,6,4,6,4,5,5,5,5,6,5,6,gpt-5-mini-2025-08-07,947,803
1042,204,0,5,7,8,6,5,3,4,6,7,5,7,7,4,6,5,6,5,3,5,gpt-5-mini-2025-08-07,1110,939
1043,204,1,5,6,7,5,5,3,4,6,6,5,7,6,4,5,4,5,4,4,5,gpt-5-mini-2025-08-07,918,939
1044,204,2,5,7,7,4,6,3,4,7,7,5,7,6,5,6,4,6,5,5,6,gpt-5-mini-2025-08-07,1110,939
1057,205,0,5,2,4,5,2,6,7,5,3,2,5,4,5,2,2,2,7,4,6,gpt-5-mini-2025-08-07,1174,1034
1058,205,1,4,3,5,3,2,2,5,5,4,2,6,4,5,2,2,2,6,5,5,gpt-5-mini-2025-08-07,790,1034
1059,205,2,5,3,4,5,2,4,7,5,3,2,5,4,6,2,2,2,7,5,5,gpt-5-mini-2025-08-07,983,1034
1064,208,0,3,3,3,2,3,2,4,4,3,2,2,3,2,3,2,4,9,8,7,gpt-5-mini-2025-08-07,918,1423
1065,208,1,2,3,4,2,3,2,4,3,3,2,2,3,2,2,2,3,8,7,7,gpt-5-mini-2025-08-07,1238,1423
1066,208,2,2,2,3,2,3,2,3,3,3,2,2,2,1,2,2,2,8,8,7,gpt-5-mini-2025-08-07,854,1423
1071,209,0,4,6,7,3,5,2,4,6,7,5,3,4,2,4,3,5,8,8,7,gpt-5-mini-2025-08-07,918,1113
1072,209,1,5,6,7,3,4,4,4,5,7,6,3,5,2,3,2,4,8,7,7,gpt-5-mini-2025-08-07,1046,1113
1073,209,2,5,4,6,3,4,3,5,5,5,4,3,4,2,4,3,4,7,8,7,gpt-5-mini-2025-08-07,963,1113
1078,210,0,4,3,3,5,5,6,5,4,3,2,6,6,6,4,3,5,7,7,6,gpt-5-mini-2025-08-07,918,1022
1079,210,1,6,4,4,5,5,6,6,6,4,3,6,5,6,4,3,6,7,7,7,gpt-5-mini-2025-08-07,1110,1022
1080,210,2,6,4,4,5,5,7,6,6,4,3,6,6,7,4,3,6,7,8,7,gpt-5-mini-2025-08-07,982,1022
1089,211,0,5,5,6,3,3,2,4,6,6,5,3,4,2,4,3,5,7,7,7,gpt-5-mini-2025-08-07,1302,999
1090,211,1,4,5,6,5,4,3,3,5,5,4,4,5,3,4,3,5,7,6,6,gpt-5-mini-2025-08-07,1110,999
1091,211,2,3,5,6,4,4,2,3,6,6,5,4,5,3,4,2,5,7,7,7,gpt-5-mini-2025-08-07,1110,999
1096,213,0,6,2,2,2,3,6,4,6,2,2,5,3,6,3,2,3,7,8,8,gpt-5-mini-2025-08-07,918,1321
1097,213,1,6,2,2,3,4,7,5,5,2,2,5,4,6,3,2,5,7,7,7,gpt-5-mini-2025-08-07,1110,1321
1098,213,2,6,2,2,4,3,7,4,5,2,2,6,4,7,3,2,3,7,7,8,gpt-5-mini-2025-08-07,982,1321
1107,214,0,5,5,6,4,7,3,4,5,6,5,4,4,3,6,7,8,7,4,8,gpt-5-mini-2025-08-07,726,848
1108,214,1,3,3,5,3,7,2,3,3,6,3,5,4,2,7,6,8,7,3,8,gpt-5-mini-2025-08-07,790,848
1109,214,2,3,3,6,3,8,3,2,3,5,4,4,4,2,7,7,8,8,5,8,gpt-5-mini-2025-08-07,707,848
1114,216,0,3,3,5,3,5,3,4,5,5,3,6,4,3,6,3,6,5,3,5,gpt-5-mini-2025-08-07,790,788
1115,216,1,4,3,5,3,4,3,5,5,5,3,7,3,6,6,3,6,5,3,6,gpt-5-mini-2025-08-07,1110,788
1116,216,2,3,3,5,3,5,3,4,5,5,3,6,4,6,6,3,6,5,3,6,gpt-5-mini-2025-08-07,982,788
1121,217,0,6,3,6,2,3,3,4,5,6,4,5,4,2,5,3,6,8,7,9,gpt-5-mini-2025-08-07,1174,928
1122,217,1,6,5,7,3,6,5,4,6,6,5,5,5,3,5,5,6,7,7,8,gpt-5-mini-2025-08-07,982,928
1077,210,3,6,4,4,5,3,4,5,5,4,4,6,6,4,4,3,4,6,7,5,gpt-5-nano-2025-08-07,1942,1022
1081,211,0,4,7,6,4,3,2,3,6,5,6,3,4,2,4,2,4,6,6,7,gpt-5-nano-2025-08-07,1647,999
1082,211,1,5,6,6,4,3,2,3,6,5,5,3,4,3,4,2,4,7,6,7,gpt-5-nano-2025-08-07,1368,999
1083,211,2,5,8,7,4,3,3,4,7,7,5,3,4,3,4,3,4,6,6,7,gpt-5-nano-2025-08-07,1453,999
1084,211,3,4,7,6,4,3,2,2,6,6,6,3,4,2,4,3,5,7,8,7,gpt-5-nano-2025-08-07,1238,999
1085,212,0,3,5,6,5,3,2,2,4,6,5,6,5,3,4,3,4,6,5,5,gpt-5-nano-2025-08-07,1432,622
1086,212,1,3,6,7,4,3,2,3,4,7,5,5,4,3,4,3,4,6,4,6,gpt-5-nano-2025-08-07,1432,622
1087,212,2,3,6,7,5,3,2,2,5,7,6,4,5,3,4,3,4,6,5,6,gpt-5-nano-2025-08-07,1432,622
1088,212,3,3,6,7,4,4,2,3,4,7,7,4,5,3,4,3,4,6,5,6,gpt-5-nano-2025-08-07,1432,622
1092,213,0,5,2,3,3,3,5,4,3,3,2,4,3,4,3,2,6,6,8,8,gpt-5-nano-2025-08-07,1752,1321
1093,213,1,5,3,2,3,3,4,4,4,2,3,4,3,3,2,2,2,5,8,8,gpt-5-nano-2025-08-07,1560,1321
1094,213,2,6,3,3,3,4,5,4,4,3,2,5,5,6,4,2,3,8,7,8,gpt-5-nano-2025-08-07,1645,1321
1095,213,3,5,3,3,3,4,4,4,5,3,3,4,3,5,3,3,4,6,7,7,gpt-5-nano-2025-08-07,1626,1321
1099,214,0,5,2,3,4,7,4,3,5,3,3,5,4,3,7,5,7,8,5,8,gpt-5-nano-2025-08-07,3159,848
1100,214,1,5,5,6,4,7,4,3,5,6,4,4,3,3,7,6,7,8,6,8,gpt-5-nano-2025-08-07,1817,848
1101,214,2,5,4,5,4,6,4,4,5,5,4,3,4,3,6,6,7,7,6,7,gpt-5-nano-2025-08-07,1773,848
1102,214,3,4,3,7,4,7,3,3,6,7,6,4,4,3,7,5,8,8,7,8,gpt-5-nano-2025-08-07,941,848
1103,215,0,9,3,2,5,3,9,9,8,2,5,2,3,6,3,3,6,4,6,5,gpt-5-nano-2025-08-07,1133,2542
1104,215,1,9,5,3,6,2,9,8,8,3,6,2,6,7,4,2,5,5,6,6,gpt-5-nano-2025-08-07,1752,2542
1105,215,2,9,6,3,3,3,9,8,7,3,5,2,5,7,3,3,4,4,8,8,gpt-5-nano-2025-08-07,1624,2542
1106,215,3,9,6,3,4,2,9,8,8,3,7,2,4,6,4,2,5,3,7,7,gpt-5-nano-2025-08-07,1368,2542
1110,216,0,4,6,5,3,4,2,3,4,5,4,6,4,4,4,3,4,5,4,5,gpt-5-nano-2025-08-07,1366,788
1111,216,1,4,5,5,4,3,2,3,3,5,4,6,3,3,4,3,4,5,4,5,gpt-5-nano-2025-08-07,1560,788
1112,216,2,4,5,6,4,3,2,4,4,6,5,6,4,3,5,3,4,6,3,6,gpt-5-nano-2025-08-07,1496,788
1113,216,3,3,6,5,3,3,3,3,5,5,4,5,4,2,4,3,4,4,3,4,gpt-5-nano-2025-08-07,1560,788
1117,217,0,4,6,6,2,3,2,3,5,6,6,4,4,2,3,2,4,5,5,6,gpt-5-nano-2025-08-07,1368,928
1118,217,1,4,3,7,3,4,2,4,5,7,6,4,4,2,4,3,5,7,6,8,gpt-5-nano-2025-08-07,1558,928
1119,217,2,6,5,6,2,3,2,3,6,6,7,3,3,2,3,3,6,7,6,7,gpt-5-nano-2025-08-07,1645,928
1120,217,3,4,5,6,3,4,2,3,5,6,5,4,4,3,4,3,4,6,6,6,gpt-5-nano-2025-08-07,1240,928
1124,218,0,5,3,5,3,2,5,4,5,4,2,3,3,2,2,2,3,6,7,7,gpt-5-nano-2025-08-07,1368,1270
1125,218,1,4,4,5,3,2,4,3,5,4,3,2,3,3,4,2,3,6,7,7,gpt-5-nano-2025-08-07,1389,1270
1126,218,2,4,4,5,3,2,4,3,5,5,3,3,3,2,4,2,4,7,6,7,gpt-5-nano-2025-08-07,1625,1270
1123,217,2,7,5,6,2,6,5,4,6,6,4,6,5,3,6,5,6,7,8,8,gpt-5-mini-2025-08-07,883,928
1128,218,0,5,2,3,3,3,5,3,5,2,2,4,3,3,4,2,4,5,6,6,gpt-5-mini-2025-08-07,1238,1270
1129,218,1,5,2,3,2,3,4,3,5,3,2,4,3,2,3,2,3,5,7,6,gpt-5-mini-2025-08-07,918,1270
1130,218,2,5,2,3,2,3,5,3,4,3,2,4,3,3,4,2,3,4,6,6,gpt-5-mini-2025-08-07,899,1270
1135,219,0,5,3,5,4,5,4,4,6,4,3,7,4,6,5,3,6,7,8,7,gpt-5-mini-2025-08-07,854,916
1136,219,1,4,3,4,3,5,3,4,5,3,3,6,4,5,5,2,6,6,8,7,gpt-5-mini-2025-08-07,1110,916
1137,219,2,5,3,6,5,5,6,5,4,5,3,7,4,6,5,3,5,7,7,7,gpt-5-mini-2025-08-07,835,916
1142,220,0,7,7,7,7,7,8,6,5,5,6,5,6,8,8,7,8,4,3,8,gpt-5-mini-2025-08-07,790,2389
